area,avg_size,cars_per_apartment,cars_per_house,median_age_males,median_females,median_income,median_rent,mf_pop,never_married_females_over_15,never_married_males_over_15,percent_born_in _state,percent_born_in_other_state,percent_do_not_speak_english_well,percent_foreign_born,percent_married,percent_mortgage,percent_single_mothers,population
Area: 0.058 square miles,Average household size:Lawnwoods:15.4 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:32.9 yearsWhole city:33.1 years,Females:This neighborhood:30.3 yearsWhole city:35.7 years,"Lawnwoods:$46,262Des Moines:$49,203",Lawnwoods:$864Des Moines:$690,Males:224Females:251,Lawnwoods:18.5%city:18.9%,Lawnwoods:17.8%Des Moines:21.7%,Here:61.8%Des Moines:66.5%,Lawnwoods:19.3%Des Moines:20.3%,Lawnwoods:9.5%Des Moines:4.7%,Here:2.6%city:1.0%,Here:64.8%Des Moines:36.2%,Lawnwoods:91.8%Des Moines:69.8%,Lawnwoods:8.0%Des Moines:13.8%,Population: 475
Area: 0.017 square miles,Average household size:Lesan Heights:2.8 peopleDes Moines:2.5 people,Here:1.8city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:35.3 yearsWhole city:33.1 years,Females:This neighborhood:42.3 yearsWhole city:35.7 years,"Lesan Heights:$71,754Des Moines:$49,203",Lesan Heights:$839Des Moines:$690,Males:13Females:12,Lesan Heights:8.2%city:18.9%,Lesan Heights:17.5%Des Moines:21.7%,Here:70.4%Des Moines:66.5%,Lesan Heights:22.7%Des Moines:20.3%,Lesan Heights:0.0%Des Moines:4.7%,Here:0.8%city:1.0%,Here:61.9%Des Moines:36.2%,Lesan Heights:76.2%Des Moines:69.8%,Lesan Heights:2.0%Des Moines:13.8%,Population: 25
Area: 0.033 square miles,Average household size:Leverett Park:2.4 peopleDes Moines:2.5 people,Here:2.0city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:36.0 yearsWhole city:33.1 years,Females:This neighborhood:48.3 yearsWhole city:35.7 years,"Leverett Park:$46,625Des Moines:$49,203",Leverett Park:$910Des Moines:$690,Males:95Females:71,Leverett Park:6.8%city:18.9%,Leverett Park:25.2%Des Moines:21.7%,Here:73.9%Des Moines:66.5%,Leverett Park:20.7%Des Moines:20.3%,Leverett Park:2.5%Des Moines:4.7%,Here:0.5%city:1.0%,Here:45.3%Des Moines:36.2%,Leverett Park:76.1%Des Moines:69.8%,Leverett Park:7.0%Des Moines:13.8%,Population: 167
Area: 0.016 square miles,Average household size:Lincoln Park:3.5 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:2.3Des Moines:2.0,Median age:Males:This neighborhood:35.3 yearsWhole city:33.1 years,Females:This neighborhood:33.5 yearsWhole city:35.7 years,"Lincoln Park:$48,500Des Moines:$49,203",Lincoln Park:$642Des Moines:$690,Males:5Females:5,Lincoln Park:14.6%city:18.9%,Lincoln Park:22.6%Des Moines:21.7%,Here:77.1%Des Moines:66.5%,Lincoln Park:13.1%Des Moines:20.3%,Lincoln Park:0.0%Des Moines:4.7%,Here:0.5%city:1.0%,Here:36.5%Des Moines:36.2%,Lincoln Park:71.8%Des Moines:69.8%,Lincoln Park:13.0%Des Moines:13.8%,Population: 10
Area: 0.082 square miles,Average household size:Lincoln Place:2.0 peopleDes Moines:2.5 people,Here:0.9city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:49.7 yearsWhole city:33.1 years,Females:This neighborhood:55.2 yearsWhole city:35.7 years,"Lincoln Place:$81,900Des Moines:$49,203",Lincoln Place:$793Des Moines:$690,Males:116Females:134,Lincoln Place:7.2%city:18.9%,Lincoln Place:6.1%Des Moines:21.7%,Here:55.8%Des Moines:66.5%,Lincoln Place:36.5%Des Moines:20.3%,Lincoln Place:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:54.1%Des Moines:36.2%,Lincoln Place:62.3%Des Moines:69.8%,Lincoln Place:2.1%Des Moines:13.8%,Population: 251
Area: 0.286 square miles,Average household size:Linden Heights:2.4 peopleDes Moines:2.5 people,Here:1.5city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:36.6 yearsWhole city:33.1 years,Females:This neighborhood:40.9 yearsWhole city:35.7 years,"Linden Heights:$73,487Des Moines:$49,203",Linden Heights:$686Des Moines:$690,Males:284Females:282,Linden Heights:13.8%city:18.9%,Linden Heights:11.8%Des Moines:21.7%,Here:71.5%Des Moines:66.5%,Linden Heights:25.1%Des Moines:20.3%,Linden Heights:0.0%Des Moines:4.7%,Here:0.9%city:1.0%,Here:54.4%Des Moines:36.2%,Linden Heights:65.8%Des Moines:69.8%,Linden Heights:9.7%Des Moines:13.8%,Population: 567
Area: 0.016 square miles,Average household size:Linwood Park:2.6 peopleDes Moines:2.5 people,Here:1.8city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:40.4 yearsWhole city:33.1 years,Females:This neighborhood:33.9 yearsWhole city:35.7 years,"Linwood Park:$55,109Des Moines:$49,203",Linwood Park:$779Des Moines:$690,Males:40Females:41,Linwood Park:21.2%city:18.9%,Linwood Park:21.4%Des Moines:21.7%,Here:60.8%Des Moines:66.5%,Linwood Park:28.2%Des Moines:20.3%,Linwood Park:1.3%Des Moines:4.7%,Here:1.3%city:1.0%,Here:25.9%Des Moines:36.2%,Linwood Park:41.7%Des Moines:69.8%,Linwood Park:1.5%Des Moines:13.8%,Population: 81
Area: 0.016 square miles,Average household size:Lockhart Park:21.0 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:38.2 yearsWhole city:33.1 years,Females:This neighborhood:44.6 yearsWhole city:35.7 years,"Lockhart Park:$60,223Des Moines:$49,203",Lockhart Park:$609Des Moines:$690,Males:33Females:32,Lockhart Park:14.3%city:18.9%,Lockhart Park:18.8%Des Moines:21.7%,Here:69.5%Des Moines:66.5%,Lockhart Park:27.8%Des Moines:20.3%,Lockhart Park:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:40.2%Des Moines:36.2%,Lockhart Park:67.0%Des Moines:69.8%,Lockhart Park:9.4%Des Moines:13.8%,Population: 65
Area: 0.165 square miles,Average household size:Longacre:2.1 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:36.6 yearsWhole city:33.1 years,Females:This neighborhood:34.7 yearsWhole city:35.7 years,"Longacre:$31,902Des Moines:$49,203",Longacre:$605Des Moines:$690,Males:113Females:93,Longacre:16.1%city:18.9%,Longacre:14.2%Des Moines:21.7%,Here:81.1%Des Moines:66.5%,Longacre:14.7%Des Moines:20.3%,Longacre:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:36.5%Des Moines:36.2%,Longacre:50.8%Des Moines:69.8%,Longacre:6.3%Des Moines:13.8%,Population: 207
Area: 0.027 square miles,Average household size:Longley:2.3 peopleDes Moines:2.5 people,Here:1.4city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:37.3 yearsWhole city:33.1 years,Females:This neighborhood:37.8 yearsWhole city:35.7 years,"Longley:$53,447Des Moines:$49,203",Longley:$912Des Moines:$690,Males:37Females:35,Longley:12.5%city:18.9%,Longley:21.0%Des Moines:21.7%,Here:65.0%Des Moines:66.5%,Longley:29.2%Des Moines:20.3%,Longley:0.0%Des Moines:4.7%,Here:0.3%city:1.0%,Here:34.9%Des Moines:36.2%,Longley:81.7%Des Moines:69.8%,Longley:15.7%Des Moines:13.8%,Population: 73
Area: 1.475 square miles,Average household size:Lower Beaver:9.6 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:37.7 yearsWhole city:33.1 years,Females:This neighborhood:37.6 yearsWhole city:35.7 years,"Lower Beaver:$59,012Des Moines:$49,203",Lower Beaver:$720Des Moines:$690,"Males:2,567Females:2,527",Lower Beaver:12.0%city:18.9%,Lower Beaver:13.7%Des Moines:21.7%,Here:65.5%Des Moines:66.5%,Lower Beaver:22.4%Des Moines:20.3%,Lower Beaver:10.4%Des Moines:4.7%,Here:1.8%city:1.0%,Here:56.8%Des Moines:36.2%,Lower Beaver:71.3%Des Moines:69.8%,Lower Beaver:9.6%Des Moines:13.8%,"Population: 5,094"
Area: 0.027 square miles,Average household size:Lynner Heights:2.4 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.6Des Moines:2.0,Median age:Males:This neighborhood:26.3 yearsWhole city:33.1 years,Females:This neighborhood:26.9 yearsWhole city:35.7 years,"Lynner Heights:$39,031Des Moines:$49,203",Lynner Heights:$566Des Moines:$690,Males:90Females:82,Lynner Heights:2.8%city:18.9%,Lynner Heights:16.6%Des Moines:21.7%,Here:61.8%Des Moines:66.5%,Lynner Heights:19.3%Des Moines:20.3%,Lynner Heights:23.4%Des Moines:4.7%,Here:2.6%city:1.0%,Here:46.9%Des Moines:36.2%,Lynner Heights:62.0%Des Moines:69.8%,Lynner Heights:11.8%Des Moines:13.8%,Population: 172
Area: 0.089 square miles,Average household size:Lyons Park:6.3 peopleDes Moines:2.5 people,Here:1.4city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:28.8 yearsWhole city:33.1 years,Females:This neighborhood:28.4 yearsWhole city:35.7 years,"Lyons Park:$41,864Des Moines:$49,203",Lyons Park:$569Des Moines:$690,Males:411Females:400,Lyons Park:28.3%city:18.9%,Lyons Park:30.1%Des Moines:21.7%,Here:52.1%Des Moines:66.5%,Lyons Park:35.0%Des Moines:20.3%,Lyons Park:7.8%Des Moines:4.7%,Here:3.1%city:1.0%,Here:17.9%Des Moines:36.2%,Lyons Park:82.3%Des Moines:69.8%,Lyons Park:15.3%Des Moines:13.8%,Population: 812
Area: 0.588 square miles,Average household size:M.l. King Jr. Park:3.4 peopleDes Moines:2.5 people,Here:1.0city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:30.5 yearsWhole city:33.1 years,Females:This neighborhood:33.5 yearsWhole city:35.7 years,"M.l. King Jr. Park:$38,581Des Moines:$49,203",M.l. King Jr. Park:$587Des Moines:$690,"Males:1,431Females:1,378",M.l. King Jr. Park:14.0%city:18.9%,M.l. King Jr. Park:18.8%Des Moines:21.7%,Here:52.0%Des Moines:66.5%,M.l. King Jr. Park:18.1%Des Moines:20.3%,M.l. King Jr. Park:14.8%Des Moines:4.7%,Here:1.3%city:1.0%,Here:39.9%Des Moines:36.2%,M.l. King Jr. Park:66.1%Des Moines:69.8%,M.l. King Jr. Park:10.5%Des Moines:13.8%,"Population: 2,809"
Area: 0.252 square miles,Average household size:Magnolia Park:6.7 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:2.2Des Moines:2.0,Median age:Males:This neighborhood:38.4 yearsWhole city:33.1 years,Females:This neighborhood:37.1 yearsWhole city:35.7 years,"Magnolia Park:$52,063Des Moines:$49,203",Magnolia Park:$676Des Moines:$690,"Males:1,244Females:1,112",Magnolia Park:13.2%city:18.9%,Magnolia Park:19.8%Des Moines:21.7%,Here:62.0%Des Moines:66.5%,Magnolia Park:21.2%Des Moines:20.3%,Magnolia Park:9.7%Des Moines:4.7%,Here:0.1%city:1.0%,Here:45.2%Des Moines:36.2%,Magnolia Park:68.2%Des Moines:69.8%,Magnolia Park:12.6%Des Moines:13.8%,"Population: 2,356"
Area: 0.075 square miles,,,,,,,,,,,,,,,,,,
Area: 0.014 square miles,Average household size:Mapleton:2.7 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.3Des Moines:2.0,Median age:Males:This neighborhood:28.5 yearsWhole city:33.1 years,Females:This neighborhood:40.4 yearsWhole city:35.7 years,"Mapleton:$44,028Des Moines:$49,203",Mapleton:$622Des Moines:$690,Males:22Females:22,Mapleton:11.3%city:18.9%,Mapleton:13.6%Des Moines:21.7%,Here:75.9%Des Moines:66.5%,Mapleton:12.3%Des Moines:20.3%,Mapleton:0.0%Des Moines:4.7%,Here:0.3%city:1.0%,Here:37.6%Des Moines:36.2%,Mapleton:55.8%Des Moines:69.8%,Mapleton:8.7%Des Moines:13.8%,Population: 45
Area: 0.067 square miles,Average household size:Market Gardens:2.6 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:36.2 yearsWhole city:33.1 years,Females:This neighborhood:33.9 yearsWhole city:35.7 years,"Market Gardens:$54,786Des Moines:$49,203",Market Gardens:$684Des Moines:$690,Males:86Females:95,Market Gardens:25.5%city:18.9%,Market Gardens:18.7%Des Moines:21.7%,Here:83.9%Des Moines:66.5%,Market Gardens:14.2%Des Moines:20.3%,Market Gardens:0.0%Des Moines:4.7%,Here:0.2%city:1.0%,Here:27.9%Des Moines:36.2%,Market Gardens:64.9%Des Moines:69.8%,Market Gardens:9.2%Des Moines:13.8%,Population: 182
Area: 0.047 square miles,,,,,,,,,,,,,,,,,,
Area: 0.021 square miles,Average household size:Martha Hall Heights:2.7 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:31.7 yearsWhole city:33.1 years,Females:This neighborhood:43.2 yearsWhole city:35.7 years,"Martha Hall Heights:$47,143Des Moines:$49,203",Martha Hall Heights:$712Des Moines:$690,Males:68Females:61,Martha Hall Heights:10.5%city:18.9%,Martha Hall Heights:19.3%Des Moines:21.7%,Here:66.4%Des Moines:66.5%,Martha Hall Heights:14.9%Des Moines:20.3%,Martha Hall Heights:14.8%Des Moines:4.7%,Here:0.5%city:1.0%,Here:51.4%Des Moines:36.2%,Martha Hall Heights:59.7%Des Moines:69.8%,Martha Hall Heights:5.5%Des Moines:13.8%,Population: 130
Area: 0.019 square miles,Average household size:Mary Oaks:21.0 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:38.2 yearsWhole city:33.1 years,Females:This neighborhood:44.6 yearsWhole city:35.7 years,"Mary Oaks:$60,223Des Moines:$49,203",Mary Oaks:$609Des Moines:$690,Males:23Females:22,Mary Oaks:14.3%city:18.9%,Mary Oaks:18.8%Des Moines:21.7%,Here:69.5%Des Moines:66.5%,Mary Oaks:27.8%Des Moines:20.3%,Mary Oaks:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:40.2%Des Moines:36.2%,Mary Oaks:67.0%Des Moines:69.8%,Mary Oaks:9.4%Des Moines:13.8%,Population: 45
Area: 0.040 square miles,Average household size:Maryland Heights:1.7 peopleWest Des Moines:2.3 people,Here:1.0city:1.4,This neighborhood:1.4West Des Moines:2.0,Median age:Males:This neighborhood:37.0 yearsWhole city:34.3 years,Females:This neighborhood:56.2 yearsWhole city:34.7 years,"Maryland Heights:$46,484West Des Moines:$70,906",Maryland Heights:$630West Des Moines:$843,Males:60Females:82,Maryland Heights:16.6%city:15.2%,Maryland Heights:8.9%West Des Moines:15.5%,Here:66.7%West Des Moines:64.2%,Maryland Heights:21.0%West Des Moines:24.4%,Maryland Heights:0.7%West Des Moines:1.8%,Here:0.8%city:0.8%,Here:30.6%West Des Moines:47.5%,Maryland Heights:75.3%West Des Moines:72.3%,Maryland Heights:26.0%West Des Moines:7.4%,Population: 142
Area: 0.063 square miles,Average household size:Maryland Park:1.9 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:36.3 yearsWhole city:33.1 years,Females:This neighborhood:39.0 yearsWhole city:35.7 years,"Maryland Park:$73,750Des Moines:$49,203",Maryland Park:$719Des Moines:$690,Males:144Females:168,Maryland Park:16.3%city:18.9%,Maryland Park:16.9%Des Moines:21.7%,Here:79.2%Des Moines:66.5%,Maryland Park:18.4%Des Moines:20.3%,Maryland Park:0.0%Des Moines:4.7%,Here:0.2%city:1.0%,Here:39.1%Des Moines:36.2%,Maryland Park:89.4%Des Moines:69.8%,Maryland Park:9.4%Des Moines:13.8%,Population: 313
Area: 0.001 square miles,Average household size:Maryland Triangle:1.7 peopleWest Des Moines:2.3 people,Here:1.0city:1.4,This neighborhood:1.4West Des Moines:2.0,Median age:Males:This neighborhood:37.0 yearsWhole city:34.3 years,Females:This neighborhood:56.2 yearsWhole city:34.7 years,"Maryland Triangle:$46,484West Des Moines:$70,906",Maryland Triangle:$630West Des Moines:$843,Males:2Females:2,Maryland Triangle:16.6%city:15.2%,Maryland Triangle:8.9%West Des Moines:15.5%,Here:66.7%West Des Moines:64.2%,Maryland Triangle:21.0%West Des Moines:24.4%,Maryland Triangle:0.0%West Des Moines:1.8%,Here:0.8%city:0.8%,Here:30.6%West Des Moines:47.5%,Maryland Triangle:75.3%West Des Moines:72.3%,Maryland Triangle:26.1%West Des Moines:7.4%,Population: 5
Area: 0.289 square miles,Average household size:McKinley Heights:2.8 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:32.5 yearsWhole city:33.1 years,Females:This neighborhood:34.8 yearsWhole city:35.7 years,"McKinley Heights:$47,309Des Moines:$49,203",McKinley Heights:$648Des Moines:$690,Males:650Females:768,McKinley Heights:19.0%city:18.9%,McKinley Heights:9.3%Des Moines:21.7%,Here:65.5%Des Moines:66.5%,McKinley Heights:21.8%Des Moines:20.3%,McKinley Heights:10.1%Des Moines:4.7%,Here:0.1%city:1.0%,Here:43.0%Des Moines:36.2%,McKinley Heights:69.8%Des Moines:69.8%,McKinley Heights:18.2%Des Moines:13.8%,"Population: 1,419"
Area: 0.222 square miles,,,,,,,,,,,,,,,,,,
Area: 0.264 square miles,Average household size:Meadow Point:2.5 peopleWest Des Moines:2.3 people,Here:1.8city:1.4,This neighborhood:2.1West Des Moines:2.0,Median age:Males:This neighborhood:39.0 yearsWhole city:34.3 years,Females:This neighborhood:42.0 yearsWhole city:34.7 years,"Meadow Point:$88,138West Des Moines:$70,906",Meadow Point:$838West Des Moines:$843,Males:619Females:655,Meadow Point:12.4%city:15.2%,Meadow Point:13.9%West Des Moines:15.5%,Here:71.6%West Des Moines:64.2%,Meadow Point:22.2%West Des Moines:24.4%,Meadow Point:0.2%West Des Moines:1.8%,Here:0.9%city:0.8%,Here:58.7%West Des Moines:47.5%,Meadow Point:68.0%West Des Moines:72.3%,Meadow Point:6.2%West Des Moines:7.4%,"Population: 1,275"
Area: 0.007 square miles,,,,,,,,,,,,,,,,,,
Area: 0.059 square miles,,,,,,,,,,,,,,,,,,
Area: 0.017 square miles,Average household size:Meadowland:23.0 peopleDes Moines:2.5 people,Here:16.5city:1.3,This neighborhood:1.2Des Moines:2.0,Median age:Males:This neighborhood:57.4 yearsWhole city:33.1 years,Females:This neighborhood:51.6 yearsWhole city:35.7 years,"Meadowland:$91,375Des Moines:$49,203",Meadowland:$789Des Moines:$690,Males:12Females:15,Meadowland:16.5%city:18.9%,Meadowland:8.7%Des Moines:21.7%,Here:63.0%Des Moines:66.5%,Meadowland:23.6%Des Moines:20.3%,Meadowland:7.1%Des Moines:4.7%,Here:0.0%city:1.0%,Here:56.7%Des Moines:36.2%,Meadowland:58.4%Des Moines:69.8%,Meadowland:27.7%Des Moines:13.8%,Population: 28
Area: 0.879 square miles,Average household size:Meredith:3.8 peopleDes Moines:2.5 people,Here:15.6city:1.3,This neighborhood:3.7Des Moines:2.0,Median age:Males:This neighborhood:44.9 yearsWhole city:33.1 years,Females:This neighborhood:39.4 yearsWhole city:35.7 years,"Meredith:$67,106Des Moines:$49,203",Meredith:$686Des Moines:$690,Males:633Females:829,Meredith:12.8%city:18.9%,Meredith:14.5%Des Moines:21.7%,Here:63.0%Des Moines:66.5%,Meredith:23.6%Des Moines:20.3%,Meredith:11.4%Des Moines:4.7%,Here:0.3%city:1.0%,Here:57.0%Des Moines:36.2%,Meredith:62.7%Des Moines:69.8%,Meredith:13.8%Des Moines:13.8%,"Population: 1,462"
Area: 2.406 square miles,Average household size:Merle Hay:4.8 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:40.4 yearsWhole city:33.1 years,Females:This neighborhood:39.3 yearsWhole city:35.7 years,"Merle Hay:$59,015Des Moines:$49,203",Merle Hay:$775Des Moines:$690,"Males:6,348Females:6,738",Merle Hay:21.5%city:18.9%,Merle Hay:18.3%Des Moines:21.7%,Here:69.4%Des Moines:66.5%,Merle Hay:19.9%Des Moines:20.3%,Merle Hay:10.6%Des Moines:4.7%,Here:0.6%city:1.0%,Here:36.5%Des Moines:36.2%,Merle Hay:76.1%Des Moines:69.8%,Merle Hay:24.3%Des Moines:13.8%,"Population: 13,087"
Area: 0.022 square miles,Average household size:Mesa Park:2.1 peopleDes Moines:2.5 people,Here:1.5city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:31.3 yearsWhole city:33.1 years,Females:This neighborhood:37.0 yearsWhole city:35.7 years,"Mesa Park:$54,797Des Moines:$49,203",Mesa Park:$905Des Moines:$690,Males:61Females:59,Mesa Park:17.8%city:18.9%,Mesa Park:24.3%Des Moines:21.7%,Here:75.9%Des Moines:66.5%,Mesa Park:19.1%Des Moines:20.3%,Mesa Park:0.0%Des Moines:4.7%,Here:0.5%city:1.0%,Here:32.1%Des Moines:36.2%,Mesa Park:82.7%Des Moines:69.8%,Mesa Park:16.4%Des Moines:13.8%,Population: 121
Area: 0.063 square miles,Average household size:Middlesex:1.7 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:34.2 yearsWhole city:33.1 years,Females:This neighborhood:40.9 yearsWhole city:35.7 years,"Middlesex:$47,356Des Moines:$49,203",Middlesex:$760Des Moines:$690,Males:182Females:188,Middlesex:13.7%city:18.9%,Middlesex:19.3%Des Moines:21.7%,Here:63.9%Des Moines:66.5%,Middlesex:24.9%Des Moines:20.3%,Middlesex:5.0%Des Moines:4.7%,Here:2.0%city:1.0%,Here:25.1%Des Moines:36.2%,Middlesex:46.3%Des Moines:69.8%,Middlesex:47.9%Des Moines:13.8%,Population: 371
Area: 0.044 square miles,Average household size:Miller Heights:1.9 peopleDes Moines:2.5 people,Here:4.2city:1.3,This neighborhood:0.9Des Moines:2.0,Median age:Males:This neighborhood:38.2 yearsWhole city:33.1 years,Females:This neighborhood:42.7 yearsWhole city:35.7 years,"Miller Heights:$73,295Des Moines:$49,203",Miller Heights:$640Des Moines:$690,Males:124Females:115,Miller Heights:9.2%city:18.9%,Miller Heights:7.4%Des Moines:21.7%,Here:63.9%Des Moines:66.5%,Miller Heights:24.9%Des Moines:20.3%,Miller Heights:4.3%Des Moines:4.7%,Here:2.0%city:1.0%,Here:44.3%Des Moines:36.2%,Miller Heights:78.0%Des Moines:69.8%,Miller Heights:6.1%Des Moines:13.8%,Population: 239
Area: 0.094 square miles,,,,,,,,,,,,,,,,,,
Area: 0.270 square miles,Average household size:Mondamin Presidential:6.6 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.4Des Moines:2.0,Median age:Males:This neighborhood:25.9 yearsWhole city:33.1 years,Females:This neighborhood:29.1 yearsWhole city:35.7 years,"Mondamin Presidential:$34,890Des Moines:$49,203",Mondamin Presidential:$690Des Moines:$690,"Males:1,027Females:1,107",Mondamin Presidential:17.2%city:18.9%,Mondamin Presidential:22.8%Des Moines:21.7%,Here:51.2%Des Moines:66.5%,Mondamin Presidential:21.2%Des Moines:20.3%,Mondamin Presidential:15.3%Des Moines:4.7%,Here:0.1%city:1.0%,Here:34.3%Des Moines:36.2%,Mondamin Presidential:54.8%Des Moines:69.8%,Mondamin Presidential:8.9%Des Moines:13.8%,"Population: 2,135"
